# SDSSJID, ra, dec, z, g_last_phot, ge_last_phot, obsflag, FESflag, FEStargflag, CLQflag, radioflag, logL5100, logMBH, logEdd_ratio, LOGL_OIII_5007
155203.13+055001.6  238.013050    5.833789  0.489  20.866  0.075  0  0                N/A  0  0   44.438   9.25   -1.95 41.614
160111.26+474509.6  240.296920   47.752686  0.297  20.688  0.063  1  0                N/A  1  0   44.236   8.59   -1.49 41.514
160226.01+323019.1  240.608400   32.505322  0.557  19.674  0.031  1  0                N/A  0  0   44.749   8.76   -1.15 42.199
160742.94+432816.4  241.928940   43.471245  0.596  18.859  0.027  1  1        TDSS_FES_DE  0  0   45.090   8.56   -0.61 43.122
161055.95+185041.6  242.733130   18.844891  0.629  21.032  0.073  0  1    TDSS_FES_HYPQSO  0  0   44.110   8.07   -1.10 42.263
161156.29+451610.9  242.984580   45.269699  0.368  20.481  0.044  1  0                N/A  0  0   44.289   8.52   -1.37 41.641
161407.07+513354.5  243.529490   51.565151  0.348  20.586  0.090  1  0                N/A  0  0   44.204   8.38   -1.31 41.281
161602.39+482201.2  244.009960   48.367001  0.576  20.229  0.074  1  0                N/A  0  0   44.544   8.79   -1.38 41.978
161711.42+063833.4  244.297590    6.642638  0.229  19.491  0.022  1  0                N/A  1  0   44.299   8.45   -1.28 42.483
162415.02+455130.0  246.062610   45.858360  0.481  20.508  0.083  1  0                N/A  1  0   44.443   8.48   -1.18 42.012
162515.99+222953.8  246.316660   22.498304  0.382  20.565  0.041  1  0                N/A  0  0   44.264   9.12   -1.99 41.912
162829.18+432948.5  247.121590   43.496822  0.260  19.755  0.026  1  0                N/A  0  0   44.146   8.55   -1.54 41.412
163031.47+410145.8  247.631140   41.029392  0.531  19.987  0.032  1  0                N/A  0  0   44.581   8.83   -1.39 42.039
163110.01+384457.4  247.791730   38.749290  0.585  21.400  0.107  0  0                N/A  0  0   44.492   9.30   -1.94 42.320
164053.05+451033.7  250.221070   45.176052  0.422  20.699  0.051  1  0                N/A  0  0   44.398   8.86   -1.59 41.726
164420.80+401123.3  251.086680   40.189812  0.610  19.959  0.031  0  0                N/A  0  0   44.559   8.83   -1.41 41.535
164920.77+630431.2  252.336580   63.075340  0.323  20.646  0.065  1  0                N/A  0  0   44.125   8.78   -1.79 41.473
165430.72+395419.7  253.628010   39.905472  0.340  20.956  0.096  1  0                N/A  0  0   44.162   7.93   -0.90 42.257
165532.71+423340.7  253.886300   42.561306  0.403  21.115  0.084  1  0                N/A  0  0   44.136   9.31   -2.31 41.707
165611.69+232720.2  254.048730   23.455626  0.491  20.916  0.102  0  1    TDSS_FES_HYPQSO  0  0   44.424   8.52   -1.23 41.794
172001.57+543439.2  260.006580   54.577564  0.424  21.039  0.107  0  1    TDSS_FES_HYPQSO  0  0   43.930   8.45   -1.65 42.177
172932.33+552503.1  262.384720   55.417542  0.587  21.733  0.133  0  0                N/A  0  0   44.131   8.39   -1.40 41.466
173350.14+585054.5  263.458940   58.848499  0.588  21.605  0.119  0  0                N/A  0  0   44.076   7.98   -1.04 42.550
205623.36+003544.0  314.097350    0.595559  0.693  20.965  0.082  0  0                N/A  0  0   44.696   7.89   -0.33 41.326
210200.42+000501.8  315.501780    0.083858  0.329  20.235  0.049  1  0                N/A  1  0   44.427   8.54   -1.24 41.170
211242.88-000639.2  318.178690   -0.110893  0.607  20.306  0.070  0  0                N/A  0  0   44.762   8.51   -0.88 42.032
212436.64-065722.1  321.152670   -6.956144  0.430  21.291  0.077  1  0                N/A  0  0   44.479   8.33   -0.98 41.787
214613.31+000930.8  326.555470    0.158562  0.621  20.588  0.078  1  0                N/A  1  1   44.250   8.94   -1.82 42.296
214852.50-000554.7  327.218760   -0.098529  0.811  20.206  0.042  1  0                N/A  0  0   44.501   8.89   -1.94 42.068
220153.57-083443.7  330.473210   -8.578818  0.211  19.098  0.019  1  0                N/A  0  0   44.268   8.03   -0.89 42.393
220537.71-071114.5  331.407160   -7.187385  0.295  19.771  0.031  1  0                N/A  1  0   44.447   8.99   -1.68 41.832
220851.96-010603.7  332.216520   -1.101055  0.352  18.996  0.018  1  0                N/A  0  0   44.740   8.35   -0.74 42.052
223133.89+003312.7  337.891220    0.553549  0.476  21.237  0.081  1  0                N/A  0  0   44.458   8.60   -1.28 41.775
223500.50-004940.7  338.752120   -0.827977  0.642  19.373  0.023  1  0                N/A  0  0   44.133   8.53   -1.53 41.916
224829.47+144418.0  342.122810   14.738347  0.424  20.190  0.035  1  0                N/A  0  0   44.504   8.86   -1.49 41.557
225240.37+010958.7  343.168230    1.166306  0.534  21.001  0.082  1  0                N/A  1  0   44.352   8.88   -1.66 42.000
230248.88+134553.4  345.703670   13.764848  0.382  18.070  0.010  1  1        TDSS_FES_DE  0  0   44.404   8.49   -1.22 42.936
230427.86-000803.2  346.116120   -0.134247  0.526  21.245  0.089  1  0                N/A  0  0   44.249   8.75   -1.63 41.748
231216.77+143723.1  348.069880   14.623101  0.671  20.060  0.051  1  1    TDSS_FES_HYPQSO  0  0   44.979   8.86   -1.02 42.383
231742.68+011425.2  349.427870    1.240341  0.518  20.747  0.059  1  0                N/A  0  0   44.351   9.00   -1.78 42.084
232029.75-103827.0  350.123970  -10.640855  0.308  19.823  0.035  1  0                N/A  0  0   44.373   7.84   -0.61 41.841
233317.38-002303.4  353.322460   -0.384302  0.513  19.545  0.021  1  0                N/A  1  0   44.313  10.15   -2.97 42.126
233517.82-004927.0  353.824280   -0.824179  0.670  21.173  0.070  0  0                N/A  0  0   44.525   8.83   -1.44 42.239
233555.42-011131.9  353.980920   -1.192202  0.477  20.440  0.048  1  0                N/A  0  0   44.350   8.15   -0.94 42.006
233843.40-105719.5  354.680850  -10.955439  0.337  20.657  0.080  1  0                N/A  0  0   44.196   8.56   -1.50 41.331
235107.43-091318.0  357.780990   -9.221674  0.355  20.925  0.071  1  0                N/A  1  0   44.274   8.02   -0.88 41.522
235109.73-100607.7  357.790570  -10.102146  0.595  21.702  0.165  1  0                N/A  0  0   44.310   8.61   -1.44 41.511
