# SDSSJID log(Mbh) log(Lbol)
000104.52+002753.7         8.3897128         45.053913
000116.00+141123.0         8.7360499         45.486476
000132.83+145608.0         8.1335407         45.363353
000219.11+002232.9         8.5792765         45.504545
000347.20+005344.7         8.4293640         45.255139
000429.47-002142.8         9.1951020         45.606331
000439.97-000146.4         8.2360249         45.461456
000530.66+010233.3         8.3764472         45.577266
000710.01+005329.1         9.3542739         45.814073
000904.54-103428.7         8.0081888         45.291790
000943.37+010459.8         8.5426889         45.299939
000955.63+151022.7         8.4623958         45.533167
001047.46+001900.3         8.4306723         46.000730
001105.57+002653.5         8.1747550         45.146241
001113.46-110023.5         8.2147540         45.169390
001206.25-094536.3         8.5123627         45.548117
001252.64-000206.0         8.4121747         45.263555
001257.25+011527.3         8.8281261         45.534252
001317.46-000635.8         8.5338364         45.561626
001502.38-094439.1         8.8304559         45.088856
001715.91+003908.1         8.9113175         45.488994
001815.77+001632.4         8.6062832         44.961071
001932.58-101909.9         7.4124569         44.982508
002111.97+001412.8         8.9860444         45.202525
002149.25+144705.2         8.2810543         45.557391
002310.68+004428.2         7.5634551         45.166864
002311.06+003517.5         9.2259033         45.479540
002450.50+003447.7         8.7002441         45.533731
002548.50-003351.3         8.6567471         45.318216
002549.37-005420.5         8.4112427         45.470829
002627.89-101020.5         9.0093244         45.618247
002712.59+005159.8         8.0762307         45.081991
002714.21+001203.7         8.1935808         45.523176
002831.71-000413.3         8.7101399         45.376803
002845.77+011145.1         8.1174312         45.363660
002928.19+152722.4         9.2571096         45.623813
003013.92+145847.1         8.7362907         44.883740
003100.83-004431.0         9.3513082         45.719114
003240.15-010331.4         7.9108659         45.191265
003242.74+003110.9         8.3846474         45.377223
003330.69+004251.4         8.5987339         44.283831
003333.61-001858.1         9.5539534         45.966954
003354.28+002427.6         8.4937720         45.483818
003405.55-085925.5         8.4287939         45.311704
003511.48-004918.0         8.6429644         45.009818
003752.29-000106.3         7.5579115         45.144264
003800.29+240801.0         7.9214608         45.473597
003925.94+011147.7         7.8694678         45.672298
003947.43-003554.8         9.2126641         45.325048
004134.16+010018.9         8.2884955         45.105492
004319.73+005115.4         9.4467752         45.612829
004339.32+134436.5         8.8113199         45.403607
004517.10+010704.5         8.7402042         45.142503
004616.68+000249.1         8.7681276         44.955122
004630.37+005231.8         8.6352241         45.214780
004719.16+002807.6         8.4855128         45.611473
005001.40+001841.5         8.7492954         45.163431
005030.80+001125.0         8.7986393         45.289320
005034.69-003608.7         8.2438574         45.339281
005125.65+004240.3         8.2568621         45.239302
005128.91+000852.9         8.3956945         45.249614
005244.14+142807.1         8.5354555         45.589960
005302.18-000059.5         7.8836387         45.582183
005403.42+154448.6         8.5976777         45.396299
005459.93-002603.0         8.0495904         45.297860
005515.79-004952.8         8.3074761         45.169464
005637.11-002649.9         7.8351758         45.072678
005722.60-000516.5         8.4882690         45.407656
005729.41+011435.4         8.7302123         45.653764
005813.68+001409.1         8.3310397         45.393485
005917.47-091953.7         8.4327928         45.761171
005946.66+000255.0         8.7391905         45.630258
005950.35+002938.0         8.6423150         45.807371
010529.61-001104.0         8.2819309         45.230016
010551.15-005617.5         8.1840515         44.989944
010714.48-005006.7         8.1194296         45.404693
011040.14-002434.2         8.1786475         45.528164
011239.67+001943.4         9.2697215         45.715648
011406.23-010405.9         8.9672970         45.168667
011420.95-004049.3         8.3758972         45.478609
011430.24+000420.9         8.4192047         45.202435
011600.11-005156.8         8.7853952         45.698165
011712.81-005817.4         7.7945042         45.580551
011735.34-100245.9         9.3741932         45.222199
011749.91-090554.6         9.1772626         45.933997
011757.99+002104.1         8.4582409         45.269792
011901.54-003442.9         8.5003359         45.414728
011919.27-093721.7         8.0552151         45.213404
012113.81+154314.5         9.0674230         45.377946
012126.80-010744.7         8.7785974         45.423476
012136.82-001810.7         9.2190767         45.505362
012420.20-004100.4         9.0269656         45.416182
012538.94-003720.0         8.7939825         45.456990
012600.74+011325.4         9.4022643         45.123404
012658.79+000247.6         8.2891950         45.300955
012701.58+004329.9         8.3252484         45.347185
012720.28+004217.4         8.6284226         45.272551
012750.40-000919.7         8.0053553         45.330510
012808.06+004136.7         8.1394040         45.406303
012821.43+151956.4         8.2051181         45.596637
012911.77+004000.2         7.9914638         44.850111
012937.27-004609.6         8.4162645         45.218383
012946.71+150457.2         9.2730604         45.603275
013009.87-004912.3         7.9208891         45.236328
013023.51+000551.7         8.8096035         45.348641
013203.46-093153.6         7.8348596         45.019891
013248.75+144127.2         9.3740900         45.663055
013437.16-084650.6         8.6062280         45.905444
013448.86-002505.8         8.4980172         45.265469
013458.36-091435.4         8.5224306         45.594917
013514.39-000703.8         8.5882206         45.364130
013548.22+130339.3         8.7483766         45.040637
013552.52+004705.1         9.0496060         45.410631
014003.99-002541.7         8.7611502         45.755786
014009.90-010905.1         8.1549019         45.186357
014057.45+001052.7         8.3653445         45.346294
014136.23+002508.5         8.5669836         45.051849
014136.40-001019.7         8.3837753         45.562076
014210.80-005901.5         8.6599713         45.281429
014313.91-093638.2         9.0513084         45.239765
014410.59+003848.1         8.8365320         45.422554
014542.77+005314.9         7.8330638         45.326627
014639.60+004035.7         8.5052255         45.327654
014731.97-002019.4         8.9812986         45.559439
014752.24-004201.6         8.0276974         45.444213
014814.03+140853.2         8.9758598         45.264425
014816.73-004822.8         8.9997475         45.390593
014903.41-001010.8         8.5395093         45.455024
014926.96-001755.1         8.3541588         45.162567
015034.96+150249.5         8.5070992         45.271503
015100.76+005634.9         8.4190321         45.475699
015105.80-003426.4         8.8083550         45.241283
015243.14+002039.6         8.2156078         45.355317
015254.04+010434.6         8.8693522         45.224820
015307.60+003836.1         8.8563091         45.334355
015450.35+132312.5         9.0741855         45.662493
015451.41+005932.7         8.7921497         45.336656
015500.27+004951.5         8.1915498         45.592664
015556.52-005008.0         9.0592334         45.275729
015615.10+005849.2         8.3554197         45.435810
015633.56+005749.1         8.7444412         45.405988
015653.16-004623.2         8.4450196         45.405114
015707.78-011241.8         9.0861028         45.686772
015717.74+004108.3         8.4470165         45.159234
015845.78-002138.6         8.0457426         45.380098
015945.92+000521.4         8.2028936         45.361004
015957.64+003310.4         8.3976280         45.177722
020021.49+010629.5         8.7089154         44.984422
020024.11+000535.6         8.1594184         45.200028
020207.11+010151.1         8.9622327         45.374293
020222.00+010557.1         9.0707532         45.546547
020234.32+000301.7         8.7273314         45.261288
020332.22-011525.8         8.6767638         45.705071
020351.49+001051.2         8.5722058         45.243637
020413.80+005829.1         8.1452188         44.875024
020431.59-082854.9         9.1672146         45.877184
020517.56+004316.3         8.6772811         45.497049
020609.06+004321.3         8.6800552         45.004836
020739.04+011231.8         8.9122618         45.497398
020812.64+004155.8         8.9819693         45.453461
020823.54+004450.1         7.8322385         45.220303
020929.83-005602.6         8.9874600         44.794185
021046.47-004327.1         8.0843028         45.224164
021144.59-093011.8         8.2210701         45.153069
021236.63+125143.6         8.5166421         45.226165
021256.90-092907.0         8.0551238         45.316334
021259.59-003029.4         9.0026663         45.767894
021359.79+004226.7         8.9285328         45.273208
021434.78-004242.6         8.3146174         45.244196
021647.54-011341.4         8.7248537         45.402811
021712.64-092532.1         7.9502590         45.502322
021723.35+002710.7         8.7195954         44.877369
021800.10-094027.7         8.9662632         45.269942
021805.84-000447.2         8.5138894         45.253576
021925.70+000302.5         8.3430398         45.303663
021953.04-004434.2         8.2518238         45.590820
022014.57-072859.2         8.8784408         45.087721
022214.38-001745.3         8.4297136         45.467508
022252.26-000942.4         8.4852017         45.460559
022324.21+003251.8         9.2063581         45.235355
022325.00-003612.6         8.7441105         45.144831
022432.02+001649.0         8.5849143         45.258140
022449.02-003935.4         7.6929082         45.166792
022508.07+001707.2         9.0725242         45.541898
022556.07+003026.7         8.3503864         45.350770
022607.65-004537.1         8.8011197         45.058882
022612.41+003402.2         8.4067321         45.047816
022652.24-003916.5         7.4751410         45.304301
022721.25-010445.8         8.6518342         45.409120
022815.98-010636.5         8.0649902         45.112090
022837.85+002215.4         8.3619520         45.417158
022922.29-000334.3         7.8993711         45.163430
022930.91-000845.3         9.5294704         45.682554
023016.29-004128.7         7.6546988         45.288551
023025.03-004944.1         9.1545131         45.449306
023112.11-002056.3         8.5402062         45.590461
023128.98+011250.1         7.1699725         45.167729
023137.42+003706.0         7.8827250         45.059840
023253.42-082832.1         9.0935913         45.087402
023335.38-010744.7         8.3333315         45.566879
023357.57-004002.9         9.0120952         45.224141
023546.63-074250.6         8.6951209         45.193357
023710.11-005031.6         8.2023930         45.395931
023733.50-004229.3         8.5016638         45.359471
023916.85+005153.8         8.5522327         45.294761
024110.02+002301.4         8.7156329         45.378879
024240.96+002150.8         8.4365994         45.235696
024327.95+005555.1         7.2372076         44.554367
024336.94+003133.1         9.1960184         45.251592
024339.51-002445.7         8.5280558         45.470860
024340.98-002601.2         8.8357380         45.083419
024533.66-000745.0         8.6594392         45.628951
024741.84+011335.2         8.7191486         45.177520
024801.09-004015.8         8.4740719         45.689127
024814.55+010639.8         8.1871037         45.321676
024837.54+011119.2         8.6031747         45.251954
024948.62+005152.8         7.8405567         45.324494
024954.49+010148.1         8.0964287         45.635330
025142.15-005403.0         8.3640146         45.074072
025310.82+010755.3         8.2104738         45.271359
025356.81-001123.8         9.2505396         45.826933
025428.83-004834.9         8.7108245         45.652358
025432.52-004220.0         9.1489260         45.747602
025505.68+002522.9         8.5056631         45.580383
025512.16-005224.6         8.6347804         45.801321
025602.56+005255.4         7.7260681         45.344945
025606.03+001634.8         7.6656344         45.327058
025618.51-000910.9         9.0774568         45.213591
025619.01-004501.3         9.2664491         46.013606
025635.06-011125.0         7.9739522         45.155846
025724.41-000221.1         8.5291678         45.135905
025808.81+003213.9         8.4292710         45.440626
025904.87-005515.9         8.0022549         45.019217
025919.51-072252.4         8.6825494         45.189804
025938.15+004216.3         7.4052423         45.195521
030011.92+003527.5         8.5527174         45.387114
030051.23-075658.7         9.3797852         45.108269
030206.77-000121.3         8.7403321         45.379362
030227.42-071940.7         8.8223224         45.413276
030313.02-001457.4         8.5182837         46.222286
030322.79-004726.8         8.2221870         45.516178
030412.66+002128.3         8.5294058         45.390616
030555.41+002153.1         7.9021440         45.293120
030639.57+000343.1         7.5087939         44.996284
030643.37-004549.1         9.3959025         45.546952
030702.28+002645.3         8.2193124         44.778026
030737.39-062613.2         8.0069121         45.442040
030827.01+003814.7         7.6073071         45.357908
031022.10+004130.0         7.9008518         45.683850
031044.43-081552.2         7.8562351         45.092638
031049.87+381453.8         8.2300260         45.927586
031257.28-010155.5         8.2912977         45.239377
031351.96+003401.1         8.0165326         45.477253
031404.60-000957.7         8.0237594         45.118138
031532.27+005503.5         7.8581334         45.189117
031534.33+001850.4         8.7070056         45.138522
031614.23-005054.2         7.8089446         45.263939
031721.02-002637.2         7.9318668         44.867161
031814.50-005647.2         8.8982583         45.527119
031935.52+002416.1         8.8328436         45.714177
032024.98+004418.0         8.0717549         45.351256
032105.23-000435.2         8.6136744         45.685647
032214.41+005655.7         8.7143555         45.603166
032218.69+004512.4         7.6095510         45.282570
032337.68-061128.7         7.8470874         45.177693
032350.03-010055.6         9.2789502         45.122198
032350.20-011206.1         7.7902926         44.845725
032455.28+000227.5         8.3858555         45.149749
032506.95-010027.5         8.5760636         45.129603
032518.44-060738.6         7.4872132         45.207001
032545.70-000820.6         8.6948574         45.757395
032552.04+010603.1         9.4854857         45.629028
032640.46-002657.1         8.5566515         45.268821
032717.54+000457.0         8.8985026         45.387401
032742.40-010830.0         9.0551683         44.867489
032747.87+005347.7         8.7240368         45.122789
032837.02-010202.6         8.2464150         45.229239
032838.28-000341.6         8.5796722         45.298890
033125.90+005040.9         8.7255153         45.062640
033217.82+001033.9         9.3210515         45.420653
033248.49-001012.3         8.8189802         45.212056
033331.16+001423.0         8.2889943         45.029808
033431.31+005121.5         9.2039642         45.207898
033504.65-005755.5         8.7600238         45.816806
033638.83-001854.7         8.6969521         45.174075
033651.52-001024.7         8.0171537         44.800274
033702.66+010627.5         8.8725673         45.043014
033732.58+005547.6         9.3718569         44.881491
033834.93+005253.7         8.2715074         45.565434
033919.45-001215.1         8.1994717         45.311258
033924.73-001849.5         9.1679643         45.573918
034003.46-001247.9         8.8854706         45.548742
034017.33+003152.6         8.4334554         45.590902
034101.35-004731.7         8.5212587         44.708042
034111.56-003119.5         7.7504366         45.225417
034137.03-000915.5         8.9153613         45.305519
034139.65-005550.1         8.5548006         45.246649
034144.72-002854.3         9.9290083         45.423962
034208.04+000640.4         8.4786607         45.221957
034218.77+004207.3         8.4943706         45.203994
034233.05-001448.5         8.4120220         45.575253
034247.72+010932.9         8.9909873         45.660462
034330.48-073703.1         8.7353605         45.547660
034345.91-004801.4         8.8799241         45.517950
034440.38-011228.9         8.3552844         45.350022
034528.91-004429.4         8.1677608         45.485424
034533.69-002302.8         8.5125458         45.659483
034758.30+010708.5         7.5112412         45.161369
034931.03-062621.0         8.9679863         45.187300
035036.14+003747.4         8.0288981         44.115545
035138.03+001956.0         8.6794252         45.276672
035315.29-045640.8         8.6105158         45.433247
040635.39-044833.1         7.6050452         45.259626
041122.75-054105.1         8.4829616         45.013787
073405.95+284034.9         8.9496498         46.045378
073623.13+392617.7         7.7862015         45.284062
073713.30+324553.3         7.6430001         45.363146
073932.69+243754.8         8.9368979         45.648842
074014.30+472245.7         8.4690413         46.313298
074033.53+285247.2         8.4184350         45.623804
074305.47+422013.5         8.7530724         45.210488
074314.96+383829.7         8.0347483         45.125882
074419.40+281746.6         9.6363214         45.911943
074502.90+374947.0         8.3788819         45.325070
074511.98+380911.3         8.6449033         45.075682
074559.18+222650.9         7.0993032         45.344404
074654.33+390240.9         8.7948584         45.664031
074719.65+215245.9         8.6978919         45.176741
074732.62+371722.9         8.2892221         45.361849
074836.11+240024.1         9.3869625         45.697432
074928.05+175434.1         7.9640800         45.657316
074957.44+312006.1         7.8361687         45.009946
075112.18+174351.7         7.8758198         45.051869
075145.14+411535.8         9.5659363         45.586719
075215.15+220538.0         8.3169390         45.434907
075217.84+193542.2         9.4252751         45.520679
075228.65+405931.7         8.2163959         45.410570
075410.58+303700.1         8.9058522         44.823917
075418.87+363602.6         8.0325813         45.010377
075420.59+420337.8         7.6608016         45.021665
075434.06+404355.1         8.6047779         45.427637
075504.34+430123.8         8.2687082         45.292771
075525.67+415217.5         7.7726143         45.096475
075555.27+454944.4         8.7770784         45.526294
075611.52+380141.2         8.1158146         45.247613
075626.44+132541.1         8.1348842         45.421887
075633.42+230743.4         8.5574119         45.014698
075735.24+405510.1         8.1233299         45.443851
075844.54+230926.0         9.0492225         45.551409
075926.08+104031.1         8.9198750         45.825157
080002.21+220233.8         8.6955862         45.641669
080013.22+152610.3         8.9893850         45.504794
080014.70+215047.2         8.4217269         45.152760
080054.93+174914.1         8.9506919         45.356077
080105.30+350541.2         8.6022988         45.604403
080229.00+402606.8         8.2810258         45.680106
080310.58+293233.7         9.1359790         45.158020
080327.39+400047.8         9.3529251         45.555924
080349.24+461010.0         8.7976173         45.965412
080413.87+470442.8         8.8387531         45.287522
080554.76+150705.8         8.5432320         46.022810
080711.71+194439.6         8.5911421         45.488249
080726.52+202700.8         9.2624253         45.360855
080731.87+052651.0         8.6422583         45.885703
080831.14+070357.7         8.2170638         45.167463
080833.22+111607.3         9.0064054         45.741377
080835.12+111919.4         8.4850679         45.316831
080908.28+202420.4         8.1151159         45.185007
081127.88+222045.2         8.8330963         45.399929
081250.86+360039.9         8.1972535         45.509943
081259.17+150226.0         8.7589305         45.675271
081300.85+424543.4         8.3030241         45.318962
081425.89+294115.6         9.0206448         45.335446
081619.46+113919.1         8.2891772         45.247761
081632.12+404804.8         9.0043419         45.597113
081758.77+424500.7         8.6702709         45.454553
081800.06+245248.4         8.7039602         45.493461
081902.32+322637.1         8.4464839         45.424019
081902.68+124420.5         8.7390703         45.921333
081906.95+313136.7         9.1384996         45.971737
081933.55+333607.6         8.3354763         45.393803
081934.73+400948.8         8.5186397         45.239846
081946.56+314221.7         8.8951815         45.422354
082026.10+480921.7         9.1611268         45.140429
082250.68+134221.6         9.1666679         45.452998
082325.27+445850.4         8.8048865         45.775741
082329.79+445951.5         8.5769951         45.856501
082345.44+585556.2         8.8107869         45.429707
082422.59+235642.8         9.2396511         45.394342
082451.13+473221.4         8.5800563         44.984935
082532.09+255056.4         9.1960427         46.065865
082547.38+270421.9         8.3012024         45.643349
082602.65+463619.8         7.6995940         45.389039
082636.68+005401.2         8.0949578         45.199087
082658.56+190921.5         8.9927199         45.721577
082708.53+425017.8         8.5236523         45.056284
082734.94+493210.0         7.7667474         44.862681
082800.60+401135.1         8.3480375         45.197497
082927.69+145223.6         9.0872687         45.496857
082932.70+571804.4         8.0135588         45.650801
083035.49-041805.2         8.2856704         45.657429
083036.14+284642.5         7.8493787         45.397485
083036.24+283639.0         8.9574445         45.468395
083132.02+312930.9         9.2048060         45.200063
083148.87+042939.0         9.4149188         45.817846
083236.28+044505.9         9.0280579         45.047843
083248.37+382150.1         8.0363329         45.123175
083308.25+405232.9         9.0207787         45.811786
083321.02+231820.8         8.8884119         45.523772
083337.82+072015.1         8.9833387         45.701800
083355.92+371337.6         8.2084264         45.081181
083406.94+350602.9         9.0262098         45.378020
083410.05+220641.3         8.8414015         45.632368
083417.54+601947.0         8.0357156         44.930519
083512.36+124234.5         9.0916099         45.033993
083522.28+260539.2         8.6854643         45.178441
083528.43+384712.5         8.4515474         45.438424
083536.39+195942.5         8.5184810         45.121254
083620.02+065640.3         8.1196976         45.139169
083652.85+425939.0         8.7061607         45.562424
083713.80+165943.7         9.3114436         46.103813
083721.26+160932.4         9.4955043         45.500646
083739.46+223211.5         9.4032902         45.558912
083740.02+105902.1         8.2802396         45.188992
083741.97+041358.7         8.6804717         45.429534
083754.65+040007.2         8.7263005         45.666244
083820.00+465740.8         9.2606497         45.569574
083829.83+604032.3         8.1922373         45.617977
083938.88+544408.0         7.8310152         45.564897
083955.66+380203.1         8.5329261         45.715570
084019.34+523348.2         8.8936584         45.258384
084110.88+022952.1         8.8663973         44.996504
084150.11+330745.5         7.5533732         44.080604
084242.66+104158.9         8.8347271         45.653794
084255.30+170848.8         9.6425134         45.408537
084315.07+210523.9         9.5920580         45.252298
084418.71+303804.2         8.2692528         45.158484
084419.29+503152.1         8.6030784         45.244390
084455.11+381237.5         8.8204060         45.328213
084600.36+070424.6         8.9220481         45.936168
084610.75+373603.0         8.2626267         45.559723
084811.92+340844.6         8.9076904         45.179813
084820.15+014620.3         8.9340782         45.603980
084955.90+175035.7         8.6764308         45.392142
084957.78+274729.0         7.7394368         45.113161
084957.97+510829.0         7.9859325         45.564781
085038.51+014331.9         8.2985262         45.303121
085056.94+014711.0         8.7748293         45.459686
085155.23+150835.5         9.1427444         45.494433
085213.29+454940.9         7.9339700         45.220004
085245.65+291651.3         8.5678283         45.864334
085254.53+264839.6         9.2555920         45.889901
085259.22+031320.6         8.3770702         46.080403
085353.67+133520.1         8.9218443         45.497065
085403.26+041812.2         8.5054021         45.576348
085421.98+062624.6         8.1821416         45.772876
085431.90+253229.4         8.4385832         45.348751
085451.72+012609.9         8.3090871         45.764583
085516.21+561656.7         8.8479840         45.783802
085601.98+210908.5         8.4988312         45.412096
085626.71+511117.8         9.2678576         45.502071
085700.04+353433.5         8.3401401         45.047498
085721.42+565822.9         8.9925459         45.557096
085745.24+395752.3         8.1336625         45.104882
085933.09+214636.2         9.1672738         45.314158
